,Age,Gender,Plan,Payment Method,User Fav Genre,Watch Hour / month,Satisfaction Rate
5824,34,Female,Premium,E-Wallet,Comedy,189.1734590384314,2.04470360109784
5825,20,Female,Standard,Net Banking,Thriller,193.645475337313,2.2261023728381275
5826,56,Female,Standard,Upi,Romance,184.25779637818738,1.9350258955237556
5827,25,Male,Standard,E-Wallet,Drama,194.49513640357515,1.4645772621999527
5828,39,Female,Premium,Card,Thriller,193.39533211319014,3.321716169317834
5829,68,Male,Basic,Card,Horror,187.5227970795356,4.168933360428465
5830,59,Male,Premium,Upi,Documentary,190.1704371086734,1.9502810581016998
5831,54,Male,Mobile,E-Wallet,Drama,184.96057139430647,4.692692194530363
5832,43,Female,Mobile,Card,Horror,190.72975059121924,3.235998182844216
5833,32,Male,Mobile,E-Wallet,Horror,195.74179919125606,3.668739828214353
5834,59,Female,Basic,E-Wallet,Romance,209.8740135270431,2.1390949834624076
5835,19,Female,Mobile,Card,Action,189.69654420446938,3.4146076935675236
5836,20,Female,Premium,Net Banking,Comedy,183.1837927800528,2.4990853580911163
5837,28,Male,Mobile,Upi,Action,204.71522919625073,1.2638316852732068
5838,40,Male,Standard,Card,Romance,207.32467839074536,2.286293833469238
5839,41,Female,Basic,E-Wallet,Drama,193.47792338009486,2.9430202745828273
5840,50,Male,Mobile,Net Banking,Romance,188.4768637859189,4.492910476761562
5841,57,Male,Standard,E-Wallet,Documentary,205.4856534413965,2.1581713372361997
5842,33,Male,Mobile,Upi,Romance,192.99256920166192,4.769159340771807
5843,64,Male,Premium,Card,Horror,195.15059382386522,3.1089317291030594
5844,65,Female,Premium,E-Wallet,Comedy,182.47016326112794,4.273898855056806
5845,52,Male,Premium,Card,Documentary,204.61703788603234,4.121632594790379
5846,32,Male,Premium,Net Banking,Comedy,190.7500085398242,1.4693176206090062
5847,47,Male,Standard,Net Banking,Romance,196.61997552351517,4.912823882634095
5848,22,Male,Premium,Upi,Romance,194.1124052925153,2.336807317263802
5849,69,Male,Mobile,Card,Horror,200.57650308439796,4.023543085144791
5850,47,Male,Basic,E-Wallet,Romance,189.68760858870812,1.1250059342808187
5851,23,Female,Mobile,Upi,Action,195.9726838814969,4.166437017661969
5852,48,Male,Standard,Upi,Thriller,203.5857438579297,2.888266023324782
5853,38,Male,Mobile,Net Banking,Action,185.48149574820687,2.1127988332321705
5854,29,Female,Basic,Net Banking,Romance,195.9286720606363,3.1243505221377377
5855,23,Male,Basic,Upi,Comedy,185.9194308116979,2.885787683501615
5856,28,Male,Premium,Upi,Horror,198.67704529976695,4.381998157236492
5857,60,Male,Standard,Upi,Thriller,189.4164448346469,2.128975015464495
5858,37,Male,Premium,Net Banking,Comedy,196.06361570835574,4.6935974108043474
5859,18,Male,Standard,Card,Horror,209.4827313411145,1.1316313669077531
5860,42,Female,Mobile,Card,Comedy,184.50638285398418,1.8509315162900228
5861,37,Female,Mobile,Upi,Drama,182.9878452571513,2.4427225811491953
5862,22,Female,Basic,Net Banking,Drama,193.50725008463633,4.794061974991628
5863,42,Female,Standard,E-Wallet,Comedy,193.52391216021056,1.6736145109016638
5864,36,Female,Premium,Upi,Horror,196.4505786596053,3.2698082357362988
5865,53,Female,Premium,Upi,Drama,193.4033553075461,2.7424070381714825
5866,45,Female,Premium,Card,Comedy,206.25756303655885,3.717299467678634
5867,30,Female,Basic,Net Banking,Drama,198.8251374767202,2.011202344432448
5868,50,Male,Standard,Card,Comedy,199.2049550399839,2.5868521439330836
5869,18,Male,Standard,Card,Documentary,200.47814484744072,3.6451749136537104
5870,22,Female,Premium,E-Wallet,Drama,182.20567187860516,3.4608323902442537
5871,21,Male,Premium,Upi,Action,191.80961126143896,3.2946830492551213
5872,43,Female,Mobile,Upi,Documentary,183.05407633511567,2.9834283498955405
5873,29,Female,Standard,Card,Comedy,181.67786362290855,1.3482062091991298
5874,28,Female,Basic,Net Banking,Comedy,182.0499346991132,2.760953600477353
5875,59,Female,Mobile,Card,Romance,203.88972656256192,4.869526260430506
5876,42,Male,Basic,Net Banking,Horror,200.56755619993558,3.3163842935326437
5877,46,Male,Basic,Card,Documentary,188.82946611239862,1.0780741780390168
5878,59,Female,Basic,Upi,Drama,180.1210173005616,1.41900558424613
5879,50,Male,Premium,E-Wallet,Action,187.70349724185465,1.3038886008057475
5880,40,Female,Mobile,Upi,Thriller,193.04066012293632,3.701464899927228
5881,47,Male,Basic,Upi,Action,209.08779236100375,4.065912025632716
5882,63,Female,Mobile,Net Banking,Romance,206.53399929569827,4.559722730084118
5883,68,Male,Mobile,Net Banking,Horror,208.6355974307146,1.0234547057758343
5884,34,Male,Standard,E-Wallet,Action,199.91923635852416,4.632276394607562
5885,52,Female,Mobile,Net Banking,Romance,207.10749932769494,3.591374449820669
5886,49,Female,Premium,Net Banking,Documentary,207.2912501442982,1.556380864929734
5887,30,Female,Premium,E-Wallet,Thriller,193.12120859737297,2.784262019242673
5888,20,Male,Mobile,Net Banking,Action,203.8038095397461,1.313125110886907
5889,61,Female,Premium,Upi,Comedy,194.43845397124412,3.678150511035821
5890,47,Male,Premium,Net Banking,Thriller,192.682540340484,1.3280784308831315
5891,68,Female,Basic,Net Banking,Thriller,198.95649879385476,3.9406661192748453
5892,20,Female,Premium,Card,Documentary,184.1179549684716,2.433658999770433
5893,38,Male,Basic,Net Banking,Documentary,209.7842027163012,1.2748797511929357
5894,43,Female,Premium,Card,Horror,209.99364334600645,4.299953022763753
5895,59,Male,Standard,Card,Thriller,200.42753903608153,1.1103471518528023
5896,66,Male,Standard,Upi,Action,194.1687052779031,1.319594641914315
5897,54,Female,Premium,Upi,Action,192.77410432472988,1.0221463484897573
5898,40,Male,Basic,Upi,Romance,189.81685045545356,4.048125020728313
5899,57,Male,Standard,Card,Documentary,209.74061559438445,2.632144888369188
5900,43,Female,Basic,Net Banking,Drama,200.58737989064696,2.6461299104539964
5901,48,Female,Standard,Card,Action,207.15672999568034,3.6540210899290244
5902,36,Female,Standard,Upi,Horror,207.0597949589397,1.3083347250253254
5903,20,Male,Mobile,E-Wallet,Documentary,190.95950492140108,2.831378721163463
5904,59,Female,Mobile,E-Wallet,Horror,180.62372280465144,3.6208175316238993
5905,26,Male,Standard,Card,Action,181.45815031997077,4.594616110514189
5906,36,Male,Basic,Upi,Drama,193.27562251197492,4.066815928260335
5907,57,Male,Basic,Card,Thriller,204.54930181352225,3.306221877396593
5908,41,Female,Premium,Net Banking,Action,207.57369772506192,1.6797024651674315
5909,59,Female,Premium,Upi,Thriller,208.2027600060932,3.474898448057582
5910,44,Male,Standard,Card,Drama,183.73492148628358,4.831875533745464
5911,56,Female,Premium,Upi,Documentary,209.44381400131755,3.149069984389593
5912,51,Male,Premium,E-Wallet,Drama,205.86441830078368,4.470756397792998
5913,50,Male,Premium,E-Wallet,Horror,183.9681456420736,1.985581866104547
5914,31,Female,Premium,Upi,Thriller,181.87928599700692,4.477226816869887
5915,20,Male,Mobile,E-Wallet,Romance,184.9750289078818,1.6118254003877914
5916,36,Female,Basic,Net Banking,Action,185.51300367364948,4.088325615783561
5917,67,Female,Basic,Upi,Action,199.62657131958616,1.1537574176066414
5918,36,Female,Basic,Card,Thriller,187.77218086956358,2.0868911204207716
5919,24,Female,Mobile,Upi,Documentary,202.2971790934587,2.8323908024252464
5920,63,Male,Premium,Net Banking,Romance,189.11447343333333,4.019857794198153
5921,68,Female,Standard,Card,Comedy,207.3706668288706,4.715753908914692
5922,60,Female,Mobile,Upi,Thriller,180.88763858711124,3.639198312158748
5923,59,Male,Mobile,Card,Horror,189.37473717851464,2.498974954744027
5924,21,Female,Basic,Card,Thriller,184.98103957512777,2.7830586087707614
5925,52,Female,Premium,E-Wallet,Documentary,188.829327292729,1.0225413930996998
5926,53,Female,Mobile,Upi,Documentary,203.90831723265381,3.287057364444667
5927,69,Female,Basic,Card,Documentary,183.87953799955702,1.3206609384778303
5928,47,Female,Premium,E-Wallet,Thriller,194.55809292185995,4.721947221067053
5929,45,Male,Standard,E-Wallet,Action,206.5197684431379,2.9687847640424976
5930,70,Female,Premium,Card,Action,198.93329848660903,3.5886463063426084
5931,62,Female,Standard,Net Banking,Horror,200.04214996454527,3.750826665040284
5932,35,Female,Basic,Upi,Drama,197.5333049238877,4.295062969315799
5933,46,Male,Standard,E-Wallet,Horror,201.4423064161365,4.939246725456253
5934,48,Male,Standard,Net Banking,Horror,208.82266760397155,1.3776226171908585
5935,57,Male,Mobile,Upi,Comedy,181.4372274926918,1.1808267262968677
5936,28,Female,Mobile,Card,Comedy,185.0243081914234,2.1730491874807076
5937,32,Female,Basic,Net Banking,Horror,198.78166348324962,2.650625156236387
5938,50,Male,Basic,E-Wallet,Comedy,199.53807805507847,1.52547728169198
5939,21,Female,Premium,Net Banking,Comedy,182.93365024826772,1.6906688236456042
5940,40,Female,Premium,Card,Documentary,200.33139966529805,3.411561896306856
5941,28,Female,Standard,E-Wallet,Comedy,187.47350596681036,2.0417142570402795
5942,42,Female,Standard,Upi,Romance,184.33965381237175,1.5530755379528838
5943,61,Female,Standard,Net Banking,Comedy,189.7271552048421,1.0293439021515498
5944,62,Female,Standard,Upi,Comedy,194.79768458109172,2.1650723898337416
5945,36,Female,Standard,E-Wallet,Horror,205.2062153842732,4.303147165911254
5946,67,Male,Premium,Card,Thriller,200.76995658134842,2.386564255287376
5947,25,Female,Basic,Upi,Documentary,200.20981437815095,2.931115114756441
5948,40,Female,Mobile,Net Banking,Thriller,187.44446165979815,3.8166374888417764
5949,38,Male,Basic,Net Banking,Comedy,188.9255652559361,2.1105279913542137
5950,58,Male,Standard,Net Banking,Romance,202.42911243937644,3.7617357086565226
5951,55,Female,Standard,Net Banking,Action,209.49488824146178,1.3433633726985987
5952,67,Female,Basic,Net Banking,Romance,191.08169961274817,3.9016103194548846
5953,58,Male,Basic,Net Banking,Thriller,201.2019554980119,2.3921506630897893
5954,69,Female,Premium,Net Banking,Drama,190.721870405237,3.205605181810546
5955,53,Male,Premium,E-Wallet,Horror,194.3454971896132,4.66882512768289
5956,29,Male,Mobile,Upi,Drama,184.23128551426402,4.1890208044335395
5957,41,Female,Mobile,E-Wallet,Comedy,204.04425022733054,3.227703316667022
5958,30,Male,Basic,Card,Action,191.49521891683094,2.2760716269358583
5959,62,Female,Standard,Card,Action,194.3928299209296,4.384144931701655
5960,18,Female,Premium,Upi,Action,182.14333221562603,4.564732935872333
5961,39,Female,Premium,Net Banking,Drama,195.12575648801862,2.3594462946915087
5962,23,Male,Basic,Upi,Horror,203.71959106695488,2.443479634605528
5963,64,Male,Basic,E-Wallet,Drama,199.04266618086547,4.300514214669558
5964,48,Male,Premium,E-Wallet,Drama,205.6187878676721,4.593173387082695
5965,49,Female,Basic,Upi,Documentary,202.71856735427903,4.232457708287905
5966,49,Male,Basic,E-Wallet,Documentary,191.52653937919843,2.4883722933569516
5967,35,Female,Premium,Net Banking,Horror,200.4576769417297,1.8585856710177069
5968,60,Female,Premium,E-Wallet,Action,205.3684806112332,2.9634378552480247
5969,28,Male,Mobile,Net Banking,Horror,189.0986940101756,3.6952017480812596
5970,40,Female,Basic,Net Banking,Thriller,188.94248553107022,4.1302347563578605
5971,47,Female,Basic,Card,Thriller,192.65507394590637,3.702247005698639
5972,64,Female,Basic,Upi,Thriller,189.29672571195172,1.2522626955292595
5973,18,Female,Mobile,Net Banking,Documentary,203.49152623627376,2.1229914763237203
5974,55,Female,Mobile,Upi,Comedy,196.04546216534274,4.876109652375567
5975,54,Male,Basic,Net Banking,Documentary,180.39435777511082,2.216569160862561
5976,59,Female,Mobile,Net Banking,Thriller,208.2422875192523,1.4651577354761791
5977,63,Female,Mobile,E-Wallet,Comedy,204.72698457478617,4.195545956589617
5978,70,Female,Basic,Card,Thriller,198.0096314573757,2.8756215528481968
5979,23,Male,Premium,Upi,Action,185.6792010631363,4.951574325370179
5980,35,Female,Basic,E-Wallet,Documentary,203.90129063130436,3.663115480788499
5981,48,Female,Premium,E-Wallet,Thriller,193.16146199288556,1.8892367498361784
5982,25,Male,Standard,Upi,Drama,190.02192718185594,3.8879740806664143
5983,35,Female,Premium,E-Wallet,Horror,203.3667111147424,1.7975884314985953
5984,63,Male,Standard,Card,Documentary,188.00700224628036,2.3585309718703398
5985,37,Female,Standard,Upi,Action,206.7096087087632,1.5434060917720966
5986,40,Male,Mobile,Upi,Thriller,181.76414700882668,4.361371643406456
5987,40,Male,Mobile,Upi,Documentary,181.05711533646652,3.3661765411806215
5988,67,Male,Basic,Card,Documentary,209.60300843227304,3.258592295873344
5989,22,Male,Standard,Card,Romance,181.56598953173227,1.909979130913638
5990,68,Male,Basic,E-Wallet,Thriller,192.9730356818596,2.3910458443773672
5991,36,Female,Basic,Card,Romance,199.99310330284462,1.7724515966630605
5992,53,Female,Basic,E-Wallet,Thriller,186.35811338724025,2.7883128433261746
5993,66,Female,Mobile,Upi,Drama,183.95424502301418,3.6567565342887254
5994,49,Male,Standard,Card,Comedy,181.84909179676694,3.66321270789734
5995,42,Female,Premium,Upi,Action,203.70880795304143,1.7575139847461432
5996,69,Female,Premium,Upi,Horror,183.71004123207965,3.612618716808971
5997,19,Female,Premium,Net Banking,Drama,206.34379980237884,2.1388392741271174
5998,40,Male,Mobile,Net Banking,Drama,201.57670229633888,4.3848949055045985
5999,29,Female,Standard,Card,Action,195.8491452712229,2.345663802370751
6000,59,Male,Premium,Card,Action,203.38165171868707,3.122783634990279
6001,53,Female,Standard,E-Wallet,Documentary,207.30993921835665,2.339972384903248
6002,68,Male,Standard,E-Wallet,Thriller,182.5577310727395,4.4710287644624955
6003,33,Female,Basic,Upi,Horror,183.18772574602178,4.27053255783219
6004,29,Male,Premium,Card,Thriller,205.72613030209925,1.4156492086930452
6005,23,Male,Premium,E-Wallet,Horror,200.47933059349765,2.9022485461755756
6006,26,Male,Premium,Net Banking,Documentary,184.02884853120594,2.0468860770501953
6007,29,Female,Basic,Upi,Comedy,198.67205052912968,1.233317859054866
6008,65,Female,Standard,Upi,Drama,183.92157811172635,3.4030165497920586
6009,37,Female,Premium,E-Wallet,Documentary,181.83985906712132,1.6323869535876558
6010,19,Female,Premium,Net Banking,Documentary,185.43164510169015,2.293527880473511
6011,49,Male,Mobile,Upi,Action,200.72611592799723,2.0508770321004883
6012,23,Male,Mobile,Net Banking,Action,202.3113850654415,4.291886577681932
6013,28,Female,Standard,Net Banking,Thriller,201.65422717668156,3.6371788104023444
6014,40,Female,Standard,Net Banking,Comedy,200.4246130404852,4.422147055841577
6015,51,Female,Mobile,Net Banking,Horror,207.69851768760202,2.6523980460998415
6016,28,Male,Mobile,Card,Horror,198.43730562669825,1.0569791798002552
6017,56,Male,Premium,Upi,Documentary,192.17965587244612,1.1022460060745374
6018,70,Female,Premium,E-Wallet,Action,205.07704022227503,1.2836348455671525
6019,46,Male,Premium,Card,Action,185.35068233282092,1.0115436236713706
6020,39,Male,Mobile,Net Banking,Drama,186.84696825502365,2.296104757389345
6021,59,Female,Mobile,Card,Drama,184.26551834949453,1.8421280881361581
6022,28,Female,Basic,Card,Documentary,193.37972298703542,2.673351544954212
6023,36,Male,Standard,E-Wallet,Thriller,181.4917461730623,2.186168612706606
6024,58,Female,Premium,Card,Romance,206.1359230122103,3.363256481555412
6025,55,Female,Basic,Card,Horror,180.4382288015281,2.5137973429348595
6026,31,Female,Mobile,Net Banking,Drama,195.97272299659505,2.332248065301924
6027,24,Male,Mobile,Card,Comedy,200.1183608095897,3.9021198101447627
6028,18,Female,Basic,Upi,Romance,193.93001470990242,3.916734875452234
6029,51,Male,Mobile,Net Banking,Horror,207.29838068117618,2.073361282789063
6030,55,Female,Standard,E-Wallet,Documentary,182.68077148390023,4.530038281791725
6031,28,Male,Basic,Upi,Romance,199.6032482410705,2.80523655878009
6032,23,Male,Standard,Net Banking,Comedy,184.3288858970483,1.8436586903421932
6033,28,Female,Mobile,Upi,Comedy,182.33026127835,2.13270584779415
6034,43,Female,Standard,Net Banking,Thriller,186.576574378871,2.4034675353959045
6035,48,Male,Basic,E-Wallet,Romance,186.1577041334248,2.4653525425276097
6036,24,Male,Standard,Upi,Comedy,195.30285323524328,4.067957500787437
6037,21,Male,Standard,Net Banking,Horror,197.15652968590842,1.4005539353721792
6038,45,Male,Mobile,Net Banking,Romance,196.30149040040288,2.4649528367235014
6039,51,Male,Mobile,Net Banking,Documentary,191.77916993117117,3.708880780958509
6040,32,Male,Premium,Card,Drama,188.84103167188562,4.690635922813074
6041,26,Female,Standard,Net Banking,Horror,206.02593433974207,4.736979357674143
6042,46,Female,Basic,E-Wallet,Horror,199.03707915426625,4.710870092124415
6043,30,Male,Basic,E-Wallet,Romance,183.07341017639115,2.4812337907357347
6044,49,Female,Standard,Card,Comedy,187.72398982137616,1.0878088082514314
6045,40,Male,Basic,Upi,Documentary,200.3722632017757,2.2064176781794043
6046,36,Female,Basic,Upi,Romance,188.4140855833613,2.550464978733655
6047,24,Female,Standard,E-Wallet,Horror,183.8163187855942,2.093611833968921
6048,46,Male,Premium,E-Wallet,Horror,190.74391617862355,4.729208370026207
6049,62,Female,Standard,Net Banking,Documentary,183.43405234683743,2.1130056905579053
6050,37,Female,Mobile,Upi,Comedy,186.20250750703164,4.61383299170501
6051,33,Male,Standard,Upi,Horror,190.8084518740203,2.137112281638944
6052,35,Female,Premium,Net Banking,Romance,194.04098834977623,3.4794083492416585
6053,60,Male,Mobile,E-Wallet,Drama,184.8701834396675,2.290684112833278
6054,49,Female,Basic,E-Wallet,Drama,180.12022852818188,3.1755019956592574
6055,53,Male,Premium,Net Banking,Comedy,208.1464920528911,2.881439865094072
6056,24,Male,Standard,Card,Comedy,193.77806274558878,3.4111073981569375
6057,52,Male,Mobile,E-Wallet,Horror,183.26289969361767,3.5750527679644732
6058,66,Male,Basic,Upi,Thriller,201.7697574868763,3.263593954878009
6059,23,Female,Mobile,E-Wallet,Drama,181.2933836176979,1.8080533160255476
6060,48,Male,Basic,Net Banking,Documentary,190.1847582574652,4.15439019834191
6061,53,Female,Basic,Net Banking,Documentary,193.1095243789904,3.8247630315726084
6062,68,Female,Basic,E-Wallet,Drama,208.12538147738923,1.8202119559634515
6063,56,Female,Basic,Card,Action,186.28180722634775,3.440365069104927
6064,19,Male,Standard,E-Wallet,Thriller,180.61200958813717,2.4427247265326058
6065,45,Female,Mobile,E-Wallet,Horror,190.44049927471318,4.115542715102434
6066,39,Male,Basic,Upi,Horror,192.2439513054093,3.3676657407582247
6067,45,Male,Standard,E-Wallet,Thriller,188.8763107932579,2.9745073952077457
6068,35,Male,Basic,Card,Horror,206.63367408263122,3.1871125332831034
6069,50,Male,Basic,Card,Romance,198.629934283678,1.2600780242357343
6070,36,Male,Premium,Net Banking,Comedy,194.60733565065024,4.828525607838165
6071,25,Male,Mobile,Net Banking,Comedy,199.18568282872332,2.1409585528100172
6072,20,Male,Basic,Card,Action,202.43752209412918,3.8005088980289203
6073,29,Female,Mobile,Card,Thriller,206.33185671256996,4.671251147344073
6074,22,Female,Mobile,Card,Horror,209.66122041337132,4.255640123995021
6075,30,Female,Basic,E-Wallet,Drama,186.47823734977501,1.3894811366254753
6076,47,Male,Mobile,Net Banking,Horror,203.7172479397164,2.4705672574287547
6077,56,Female,Mobile,Card,Comedy,201.91536667537355,4.3463542177367245
6078,56,Male,Premium,Net Banking,Action,181.88973997706307,3.8569499341013036
6079,22,Male,Premium,Card,Comedy,193.99133555890515,2.2979911079841457
6080,30,Male,Premium,Card,Documentary,193.2611224758544,1.9386034016796705
6081,57,Male,Premium,Card,Documentary,195.87333363140607,4.4536961167797
6082,33,Female,Standard,E-Wallet,Documentary,199.68783772199023,1.619293622558784
6083,34,Female,Mobile,Net Banking,Action,183.37963052330733,3.717736819458151
6084,47,Female,Basic,Card,Romance,196.5513861346732,3.719538804506939
6085,34,Female,Standard,Net Banking,Thriller,199.9255250556507,4.485691787924244
6086,20,Male,Standard,E-Wallet,Thriller,194.86816946060932,1.840173100967076
6087,60,Male,Mobile,E-Wallet,Action,207.7592741042792,3.2694644672691964
6088,60,Female,Mobile,Upi,Action,191.08277447275907,2.265517391495907
6089,45,Male,Premium,Upi,Drama,191.54118170899042,4.402597462679283
6090,39,Female,Mobile,Upi,Horror,196.40304569334216,4.971398567001895
6091,31,Female,Premium,Card,Horror,207.6325420051559,2.1226541105271517
6092,49,Male,Premium,Card,Romance,208.91161491010286,1.3776139468578101
6093,70,Male,Standard,Upi,Horror,191.36946187496645,2.8947058104230687
6094,63,Male,Premium,Net Banking,Drama,198.51694017255502,4.93785952141479
6095,58,Male,Basic,E-Wallet,Romance,205.91985202205123,2.5455359023702355
6096,35,Female,Basic,Card,Documentary,194.1434204305552,1.4958968134747477
6097,34,Male,Mobile,E-Wallet,Action,191.35311276172754,3.3926602875498717
6098,37,Female,Basic,E-Wallet,Horror,205.1651648674933,3.4061266116571107
6099,24,Female,Mobile,E-Wallet,Documentary,184.26739240333035,4.755595894952888
6100,52,Female,Premium,E-Wallet,Horror,199.60013062393298,2.4787339243500206
6101,49,Male,Standard,E-Wallet,Documentary,184.3810628238551,3.0983174551062334
6102,33,Male,Premium,E-Wallet,Comedy,197.2126154837131,3.6550610237500307
6103,36,Female,Basic,E-Wallet,Action,189.50658807514435,2.0883801722542867
6104,24,Female,Basic,Card,Horror,199.37801578463794,3.583529127471472
6105,57,Male,Premium,E-Wallet,Thriller,209.19307035280664,2.421734145714691
6106,44,Female,Basic,E-Wallet,Action,209.51123754811704,4.733915082741379
6107,56,Male,Premium,Upi,Thriller,190.4385621723286,3.578994209590861
6108,64,Female,Mobile,E-Wallet,Comedy,186.43261082285494,2.3313498245995623
6109,25,Male,Mobile,Card,Horror,204.2497253158807,4.580618323062096
6110,58,Male,Mobile,Card,Drama,189.97896349412883,3.6664025071154915
6111,32,Female,Premium,Net Banking,Documentary,184.97227977792048,2.6275144976820086
6112,25,Male,Standard,E-Wallet,Thriller,183.98065478293574,3.927174110674981
6113,55,Male,Mobile,Upi,Action,183.2525011823046,4.633936503555313
6114,68,Female,Premium,Upi,Comedy,196.95097842435393,4.951945822114585
6115,66,Male,Mobile,Card,Drama,182.68835704947128,2.4144535814594157
6116,31,Female,Premium,Net Banking,Drama,196.21213888444876,3.5504303282806835
6117,39,Male,Basic,Upi,Romance,209.93724218796171,2.1170113075199617
6118,60,Male,Standard,Upi,Horror,191.73170207479285,1.6333900099952805
6119,48,Female,Mobile,Net Banking,Documentary,207.85013515017076,3.5966351951106996
6120,61,Female,Mobile,Card,Comedy,204.01265344683733,1.8652649471495795
6121,50,Female,Premium,E-Wallet,Thriller,201.6223132227799,4.643850658725461
6122,40,Male,Standard,Upi,Horror,186.36763186588587,3.5202132050309056
6123,41,Female,Basic,Card,Drama,197.96314734981442,1.4518735540260037
6124,39,Male,Standard,E-Wallet,Action,207.7382449568996,1.3269847282799887
6125,30,Female,Basic,Upi,Documentary,185.77721523813094,4.668945579276661
6126,62,Female,Mobile,E-Wallet,Documentary,187.5442963593631,2.2289095238522774
6127,36,Male,Mobile,Upi,Comedy,189.11836305874678,4.0378098009021235
6128,19,Male,Basic,Card,Action,195.28798535534295,1.1216995449731728
6129,62,Male,Standard,Upi,Romance,201.45330904993529,4.861287274023338
6130,29,Male,Mobile,Net Banking,Thriller,182.50518729935476,3.357889292719115
6131,59,Female,Standard,E-Wallet,Documentary,187.3801970850461,4.6329662135858
6132,45,Male,Basic,Upi,Thriller,189.63542009946872,1.4894458663177557
6133,40,Female,Premium,Upi,Thriller,182.65476772542016,4.197238041676071
6134,60,Male,Premium,E-Wallet,Thriller,193.55385866884654,3.226757061987187
6135,47,Female,Basic,Upi,Romance,197.15095734249334,3.1978547241923474
6136,22,Male,Premium,Card,Action,204.18702285675457,4.19419566029247
6137,18,Female,Standard,Card,Thriller,209.0594391803195,2.96692862388146
6138,58,Male,Standard,Net Banking,Romance,203.18397047704917,3.557077623335065
6139,42,Male,Premium,Card,Horror,185.38017921933832,1.7684243536096385
6140,69,Male,Standard,Card,Action,192.12117958845388,2.4508567074521794
6141,52,Male,Standard,Net Banking,Horror,185.17854968677128,3.59570994291588
6142,38,Female,Standard,Upi,Thriller,188.27863495455284,2.613878666536152
6143,68,Male,Standard,Upi,Horror,191.77229492288282,1.7882133099765247
6144,60,Male,Standard,E-Wallet,Thriller,194.52849494033242,4.308560091322967
6145,30,Female,Standard,Card,Comedy,206.38129300069826,4.098281697407781
6146,49,Female,Mobile,Net Banking,Romance,201.55021880577476,1.504340929428504
6147,19,Female,Premium,E-Wallet,Action,188.02216062061342,4.924483706266951
6148,51,Female,Premium,Net Banking,Thriller,195.02069589331887,1.5613123785124525
6149,63,Female,Basic,Card,Romance,206.58176708374322,4.317103014872071
6150,53,Male,Standard,Card,Romance,184.81050458770707,2.3434735307480907
6151,55,Female,Mobile,Card,Drama,183.6010259467038,3.928527738292578
6152,41,Female,Basic,E-Wallet,Thriller,196.84580656200896,1.486848881155824
6153,59,Female,Premium,Upi,Romance,201.8639839283591,4.338563008507336
6154,60,Male,Standard,Net Banking,Action,202.74329137113187,1.0512634312552067
6155,41,Female,Premium,E-Wallet,Drama,209.42225706457913,2.3985913280360713
6156,27,Male,Standard,E-Wallet,Documentary,204.2195408492305,2.374256535421631
6157,62,Male,Premium,Upi,Romance,181.95313938493408,4.992567977702645
6158,30,Female,Basic,Net Banking,Action,193.1272779716343,4.845267126473495
6159,36,Female,Mobile,Card,Thriller,181.27791321763584,2.351403527530435
6160,69,Male,Mobile,Net Banking,Drama,186.30228785910566,2.7269072219999035
6161,24,Female,Standard,Upi,Drama,185.66632192495612,3.223313973647019
6162,30,Male,Premium,Net Banking,Romance,202.13180391465875,2.1343022791200132
6163,56,Female,Mobile,Card,Thriller,206.84415418564103,4.063484067769517
6164,44,Female,Premium,Card,Comedy,205.19503991611063,3.1228396826500697
6165,46,Male,Basic,Card,Drama,195.857882699536,3.1012584689928318
6166,31,Male,Premium,Upi,Action,202.04718788838653,4.415646389976747
6167,68,Female,Premium,Card,Thriller,198.6751411071409,3.8233228702356286
6168,18,Female,Premium,Net Banking,Horror,197.3908957455598,4.22392796135324
6169,54,Female,Basic,Card,Thriller,197.15207317739723,3.599774099306156
6170,34,Female,Mobile,E-Wallet,Documentary,202.83524897422922,1.2799872913049275
6171,42,Female,Premium,Card,Thriller,189.418357874163,3.4071440460936824
6172,63,Male,Standard,E-Wallet,Drama,187.6476920050693,4.5940131528964265
6173,18,Female,Premium,Upi,Comedy,188.57829699075435,4.303835144652111
6174,33,Male,Mobile,Card,Comedy,180.47460469991816,2.220447517153262
6175,55,Female,Premium,Net Banking,Horror,208.03511338047747,4.254912374435915
6176,41,Male,Standard,Net Banking,Drama,186.78435533595453,2.596726640069715
6177,46,Male,Basic,Card,Comedy,199.1195174731633,2.5962602882018926
6178,21,Female,Standard,Card,Documentary,191.74971320607162,3.3725569890542895
6179,47,Female,Basic,Upi,Comedy,180.1953488593103,1.9705425902183666
6180,21,Female,Standard,Net Banking,Action,203.89913956909643,1.5087120399581484
6181,23,Female,Standard,Card,Romance,208.18567830778593,2.7073667791029896
6182,23,Male,Premium,E-Wallet,Romance,181.86453638207794,1.9579760843429717
6183,40,Female,Basic,E-Wallet,Documentary,199.65405061466288,2.7040565580343316
6184,64,Female,Mobile,E-Wallet,Horror,185.72959503371652,3.5429660586217575
6185,59,Female,Standard,Card,Comedy,203.90555043543552,2.1170922434284503
6186,48,Male,Mobile,Card,Thriller,187.9366706037016,3.953298095123006
6187,66,Male,Basic,Upi,Action,194.11884421331447,4.487326026258653
6188,51,Male,Basic,Card,Drama,186.5774630050884,1.4162562341654685
6189,65,Male,Premium,Upi,Horror,206.83169655325239,3.786536914593113
6190,50,Male,Basic,E-Wallet,Horror,203.7146348178333,4.203266938601073
