,Month,Rating,Type,Device Type,Country,Subscribers,Total Revenue
7740,May,5,Series,Mobile,South Korea,70551285,235273344.01508474
7741,Aug,2,Series,Tablet,Canada,75252022,232417491.75563854
7742,Aug,3,Series,Tablet,South Korea,75846065,239170826.31756
7743,Mar,5,Tv Show,Mobile,India,71387214,230082371.84013507
7744,Mar,5,Series,Mobile,Canada,70262283,222937039.6201707
7745,Aug,3,Series,Smart Tv,USA,77111413,228718328.01103926
7746,Jul,2,Tv Show,Tablet,France,79303625,232161249.93308237
7747,Aug,1,Tv Show,Mobile,USA,71908901,227654159.48909885
7748,Feb,4,Movie,Smart Tv,UK,77197933,221473535.83060858
7749,Mar,3,Tv Show,Smart Tv,France,75740412,230934614.68030134
7750,Apr,5,Tv Show,Smart Tv,Germany,78068843,233716113.81999683
7751,Nov,3,Series,Tablet,UK,77824501,232998269.27158198
7752,Jan,4,Series,Tablet,Australia,77795509,235852024.56614006
7753,Apr,1,Movie,Smart Tv,UK,76049524,223769288.57895643
7754,Apr,4,Movie,Tablet,UK,74783873,238745587.44615656
7755,Sep,3,Movie,Mobile,UK,73811310,233014039.90160894
7756,Aug,5,Movie,Tablet,Australia,78239314,232546041.74730188
7757,Dec,1,Movie,Tablet,Brazil,74852592,231747513.14003238
7758,Nov,5,Tv Show,Mobile,India,76448644,226790626.52042034
7759,Nov,4,Series,Tablet,South Korea,76802307,230272885.75889313
7760,Mar,5,Series,Tablet,Japan,75413667,238927594.24088156
7761,Dec,1,Series,Mobile,South Korea,73795102,221005712.5855951
7762,Mar,4,Movie,Tablet,Germany,74507580,231346204.6241769
7763,Sep,4,Series,Smart Tv,Germany,72753413,234591182.3126172
7764,Aug,4,Tv Show,Mobile,Brazil,72752724,234273403.3913306
7765,Jun,4,Series,Smart Tv,South Korea,78942101,234500092.73690033
7766,Nov,5,Movie,Tablet,Australia,70021975,220153636.61076897
7767,Jan,5,Tv Show,Smart Tv,USA,74905278,229896782.43043193
7768,Feb,1,Movie,Mobile,France,76080306,232859544.2384923
7769,Jan,1,Movie,Tablet,UK,70991183,222599486.81215322
7770,Jan,3,Tv Show,Tablet,Australia,72525502,225284005.521551
7771,Jun,3,Movie,Smart Tv,India,78128813,224988164.57407385
7772,May,2,Tv Show,Tablet,India,71180730,230142791.95047233
7773,Jun,2,Movie,Smart Tv,Canada,71209889,231131003.19121057
7774,Apr,2,Movie,Mobile,France,74198639,224728642.08538863
7775,May,3,Movie,Mobile,Germany,77403319,237140837.1753523
7776,Jul,1,Movie,Tablet,Germany,77350290,229220545.62326983
7777,Aug,1,Tv Show,Smart Tv,USA,74227837,237349637.18751234
7778,Jan,4,Movie,Tablet,India,71985007,236211305.62838754
7779,Oct,4,Series,Smart Tv,India,71365657,228020552.90232244
7780,Sep,1,Movie,Mobile,USA,78218921,237906256.40876776
7781,Jan,5,Movie,Mobile,Canada,77017009,221119380.3647598
7782,Dec,3,Tv Show,Tablet,UK,72583842,225518194.1940241
7783,Jun,4,Series,Smart Tv,Brazil,78321337,220955888.27643886
7784,Jan,5,Movie,Tablet,Germany,74324247,226956618.41626444
7785,Sep,5,Tv Show,Smart Tv,France,70058303,228736674.46421236
7786,May,1,Series,Mobile,India,73243648,238009133.96588624
7787,Oct,1,Tv Show,Tablet,Japan,74111406,222547285.4221018
7788,Oct,2,Movie,Tablet,Brazil,75535300,238433751.237914
7789,Jun,3,Movie,Tablet,Australia,77505096,231997181.31643075
7790,Jun,2,Series,Smart Tv,UK,79365770,226796651.5742677
7791,Dec,2,Movie,Mobile,Australia,74280894,237100741.04230997
7792,Feb,1,Movie,Tablet,France,71926641,228376863.68521598
7793,Feb,3,Series,Mobile,India,74473659,222641815.15546322
7794,Dec,4,Tv Show,Smart Tv,South Korea,77821529,227736233.0005092
7795,Aug,4,Movie,Mobile,UK,74504926,239934843.96418646
7796,Dec,5,Movie,Tablet,Germany,71697208,234569941.63345617
7797,Nov,2,Movie,Tablet,South Korea,70089736,233553945.91168308
7798,Jun,4,Tv Show,Smart Tv,Germany,74958628,222759222.9438754
7799,Nov,5,Tv Show,Tablet,South Korea,73003490,225782008.78516716
7800,Apr,1,Series,Smart Tv,USA,70210712,227678363.9642109
7801,Dec,3,Tv Show,Tablet,UK,70771440,220335743.08958772
7802,Jul,3,Tv Show,Smart Tv,France,76774256,230950080.80107912
7803,Jan,4,Tv Show,Mobile,Germany,71317557,235761698.92256388
7804,Oct,1,Series,Smart Tv,UK,72972470,239004377.5278457
7805,Jul,3,Movie,Tablet,USA,70312824,234207916.8345579
7806,Nov,5,Tv Show,Mobile,India,76204867,238160140.25675878
7807,Jan,1,Tv Show,Tablet,Germany,74987453,239408310.1788034
7808,Aug,5,Series,Tablet,Germany,73028321,222568459.14926767
7809,May,2,Movie,Smart Tv,Australia,72410119,231820658.3090251
7810,Sep,1,Tv Show,Mobile,UK,73759697,225753504.5145759
7811,Mar,1,Tv Show,Tablet,Japan,72292827,222728851.43129507
7812,Jan,4,Movie,Smart Tv,Japan,79653090,221061482.28558278
7813,Sep,4,Movie,Smart Tv,Canada,70070255,228268942.54750496
7814,Aug,4,Movie,Mobile,Canada,77005611,229016788.69638842
7815,Nov,5,Tv Show,Smart Tv,Brazil,76669714,235353926.32848042
7816,Apr,4,Movie,Mobile,France,76056147,226625761.92295128
7817,Jun,2,Movie,Smart Tv,Canada,72466592,234834007.00093365
7818,Nov,3,Movie,Mobile,USA,75619381,236758427.3940595
7819,Mar,4,Movie,Smart Tv,Japan,70080200,238038629.0932484
7820,Mar,2,Series,Tablet,India,79438028,234589130.26856616
7821,Sep,5,Movie,Tablet,India,70456156,228633720.011055
7822,Apr,5,Series,Smart Tv,Japan,72814842,220144168.24704027
7823,Nov,1,Movie,Mobile,Canada,77358612,239761136.23344222
7824,Jan,3,Movie,Mobile,Brazil,71301647,234506849.35840374
7825,Mar,3,Movie,Smart Tv,Australia,78193672,221012267.50322235
7826,Oct,3,Movie,Mobile,Germany,73181883,237171289.94085145
7827,Aug,5,Series,Tablet,Brazil,79342048,235197696.69009644
7828,Jan,4,Tv Show,Tablet,Japan,79351794,223276624.0623178
7829,Dec,1,Movie,Tablet,USA,72285516,222608775.94740647
7830,Jun,1,Movie,Mobile,South Korea,77393097,239901850.1590029
7831,Jan,1,Tv Show,Tablet,UK,70125039,230019404.8285293
7832,Jul,4,Tv Show,Tablet,South Korea,75172148,227013611.9467302
7833,Jun,5,Series,Mobile,India,74817801,231766015.36796626
7834,Apr,5,Series,Mobile,South Korea,75581155,230710225.96233487
7835,Feb,2,Movie,Mobile,Japan,77290808,234122745.7570968
7836,Jul,3,Tv Show,Mobile,Brazil,74165868,230823559.5388319
7837,Aug,3,Tv Show,Mobile,Brazil,74512330,222943346.41324863
7838,Mar,1,Tv Show,Smart Tv,Japan,78872516,225123437.920984
7839,Oct,5,Tv Show,Smart Tv,France,75895638,238627529.34230378
7840,Jan,1,Tv Show,Mobile,Canada,74464892,236033736.41448686
7841,May,2,Series,Mobile,Canada,74493653,233322301.02798745
7842,Nov,2,Series,Tablet,Germany,70569263,226394145.54969972
7843,Jul,5,Movie,Mobile,South Korea,78333374,235111246.94054016
7844,Oct,1,Movie,Tablet,France,72684711,228271459.84730095
7845,May,1,Movie,Tablet,UK,74905267,231246492.80571318
7846,Jan,3,Movie,Smart Tv,USA,70255348,232226296.62396023
7847,Apr,2,Movie,Tablet,UK,79925450,222863294.18451324
7848,Jan,2,Series,Mobile,Canada,72692985,235443877.0079701
7849,Jan,4,Tv Show,Mobile,Brazil,72518845,232904319.62418073
7850,Aug,3,Movie,Mobile,USA,77405593,235350893.48063827
7851,Oct,4,Movie,Smart Tv,India,79569743,231016722.8924055
7852,Sep,3,Series,Tablet,Brazil,76490634,225975604.76522377
7853,Jan,1,Movie,Mobile,India,75237457,220372781.03903124
7854,Feb,2,Series,Smart Tv,Brazil,75388291,233419209.0355768
7855,Mar,5,Tv Show,Tablet,UK,72036311,228749559.2585895
7856,Sep,5,Movie,Smart Tv,India,73303436,232891771.56352934
7857,Jun,5,Movie,Mobile,UK,71354482,222013111.84046823
7858,Jul,3,Series,Smart Tv,South Korea,70419025,233511926.72530285
7859,Sep,3,Movie,Tablet,India,78870985,233805202.04921067
7860,Nov,1,Series,Mobile,Germany,71038361,237227530.52504694
7861,Aug,3,Series,Mobile,Canada,77903320,229115749.46296158
7862,Jan,1,Series,Mobile,Germany,77675551,226026083.31210652
7863,Jun,3,Series,Tablet,India,79213831,227762385.42204323
7864,Jan,1,Movie,Smart Tv,France,70620084,224373801.17258587
7865,Sep,3,Tv Show,Mobile,France,75211023,233483804.2194061
7866,Nov,5,Tv Show,Tablet,France,77953019,230169670.20536405
7867,Jan,2,Series,Tablet,UK,75488894,221152191.64591962
7868,Mar,4,Tv Show,Smart Tv,France,76535634,225836980.09642097
7869,Jan,5,Movie,Mobile,Japan,73428861,225740463.9131669
7870,Nov,5,Tv Show,Mobile,Brazil,74954860,221164926.6081589
7871,Feb,2,Tv Show,Smart Tv,UK,76508274,221582955.1125834
7872,Dec,1,Movie,Smart Tv,Brazil,79080902,229070773.23935217
7873,Aug,4,Movie,Mobile,India,71677896,230045981.10752857
7874,May,3,Tv Show,Mobile,Australia,72879309,229249938.18362334
7875,Oct,4,Movie,Tablet,UK,71708745,229597998.90547416
7876,Oct,4,Series,Mobile,South Korea,72991166,226389425.93639934
7877,Sep,1,Series,Smart Tv,India,76008085,225355101.18401796
7878,Mar,4,Series,Mobile,South Korea,79392461,230390270.00288427
7879,Mar,4,Series,Smart Tv,Canada,79495457,225908892.20176226
7880,Nov,3,Movie,Tablet,Australia,74253008,224775937.29070288
7881,Mar,2,Tv Show,Mobile,France,77171818,228615559.67694944
7882,Mar,5,Tv Show,Smart Tv,France,72109915,221707607.59559727
7883,Oct,3,Movie,Mobile,Canada,78384266,222981945.06198597
7884,Jun,2,Tv Show,Tablet,Australia,79342289,236865781.33260623
7885,Jan,5,Movie,Smart Tv,Canada,71411883,237325541.12621376
7886,Jun,2,Series,Smart Tv,India,76104261,232369715.35956588
7887,Aug,4,Series,Smart Tv,Brazil,70052047,231442148.4750765
7888,Jan,3,Series,Smart Tv,South Korea,73443412,232846804.56318137
7889,Jul,3,Series,Smart Tv,USA,72698057,238135805.34342015
7890,Sep,1,Movie,Tablet,France,78774716,229698372.7265521
7891,Dec,2,Series,Smart Tv,India,74872452,229642808.75505546
7892,Nov,5,Movie,Tablet,USA,75107464,237956012.17065772
7893,Apr,3,Series,Smart Tv,Canada,71556724,226487317.813278
7894,Oct,4,Series,Smart Tv,Australia,72904635,230199244.92620116
7895,May,1,Tv Show,Tablet,India,76394647,220672000.2906603
7896,Nov,3,Series,Tablet,Australia,70919534,220197831.94199988
7897,Jan,5,Movie,Mobile,Australia,75610343,223000552.11479807
7898,Jan,3,Series,Mobile,Australia,74351228,222536698.86989987
7899,May,5,Movie,Smart Tv,Japan,76779720,226488872.5094376
7900,Sep,3,Series,Smart Tv,USA,73755678,229950712.05543098
7901,Jul,2,Series,Tablet,Japan,77083717,238493018.13229957
7902,Jan,1,Tv Show,Tablet,India,73787455,224292729.46577334
7903,Feb,4,Series,Smart Tv,Japan,75817795,226865873.39222938
7904,Feb,1,Tv Show,Smart Tv,Canada,76136850,239108156.14224172
7905,Aug,2,Series,Mobile,Brazil,74163628,229110562.1508894
7906,Mar,3,Tv Show,Smart Tv,Germany,78427092,224124629.06890675
7907,Aug,3,Tv Show,Tablet,South Korea,71092635,239372528.34864548
7908,Dec,1,Series,Tablet,Brazil,75083547,236698419.64661613
7909,Feb,3,Movie,Smart Tv,UK,77990446,232765871.64743382
7910,Jun,1,Tv Show,Mobile,Germany,70188088,222974052.65193698
7911,Oct,2,Series,Tablet,Canada,76653063,230591478.5862697
7912,Aug,1,Movie,Tablet,South Korea,77815212,231223688.1082631
7913,Mar,1,Movie,Tablet,France,78114499,231447976.68554524
7914,Aug,5,Movie,Tablet,India,77586624,236167038.78555256
7915,Jan,3,Movie,Tablet,Japan,72640172,229850602.10843197
7916,Sep,4,Movie,Tablet,UK,76108606,229176796.70383513
7917,Sep,5,Tv Show,Tablet,India,71983404,228454041.42411202
7918,Sep,5,Tv Show,Tablet,Japan,74752323,220285392.49742666
7919,Dec,4,Tv Show,Tablet,South Korea,70496631,229852668.58201092
7920,Sep,5,Series,Smart Tv,UK,75749379,238626227.14333764
7921,Mar,3,Tv Show,Mobile,South Korea,71501982,234737874.51589674
7922,Aug,1,Movie,Mobile,France,78430671,235079999.4945647
7923,Dec,2,Tv Show,Smart Tv,Brazil,77023396,233854357.81149438
7924,Sep,4,Series,Smart Tv,Australia,77290360,225105392.49947518
7925,May,2,Tv Show,Mobile,Australia,73841017,224271418.5938633
7926,Jun,3,Tv Show,Tablet,India,78541440,233221067.8253495
7927,Nov,4,Series,Mobile,Canada,79160247,232242065.4474761
7928,Nov,5,Series,Tablet,Australia,79608219,226598530.42478582
7929,Mar,5,Tv Show,Tablet,UK,75903840,231583766.3579266
7930,Jun,4,Series,Smart Tv,USA,75955422,229703180.4027646
7931,Feb,4,Tv Show,Mobile,South Korea,71057362,231327650.37044048
7932,Feb,3,Series,Smart Tv,USA,78273533,230476777.05266687
7933,Mar,4,Tv Show,Tablet,Canada,75688487,224185052.41701987
7934,Dec,1,Movie,Mobile,Japan,75796742,226600968.60419616
7935,May,2,Tv Show,Smart Tv,USA,75697089,230261978.260417
7936,Jul,1,Tv Show,Mobile,India,77721277,223877070.09188765
7937,Dec,2,Tv Show,Tablet,South Korea,74447421,221116227.6816006
7938,Mar,4,Series,Mobile,India,70364580,221661126.06652626
7939,Dec,2,Movie,Mobile,South Korea,77687795,225650864.996193
7940,Jan,5,Movie,Smart Tv,India,72083425,229430328.08332515
7941,Apr,5,Movie,Mobile,Australia,73304255,220707975.46151105
7942,Jun,4,Movie,Mobile,Australia,71488248,234523139.43275064
7943,Mar,1,Movie,Mobile,Brazil,79848252,229800860.90643734
7944,Nov,2,Movie,Tablet,USA,74803334,239670960.5039115
7945,May,5,Tv Show,Mobile,Japan,77812363,232359405.40232983
7946,Feb,3,Series,Mobile,France,73019325,234615928.74171537
7947,Oct,2,Tv Show,Mobile,South Korea,78610161,235567640.47435704
7948,Jan,3,Tv Show,Mobile,Japan,76282501,226806833.174199
7949,Aug,2,Tv Show,Smart Tv,Japan,70470691,229019137.59311417
7950,Oct,5,Series,Smart Tv,UK,78956375,230482092.93590027
7951,Mar,4,Tv Show,Tablet,USA,74799430,239460662.17539316
7952,Jan,3,Tv Show,Smart Tv,India,73005483,221154153.06599715
7953,Sep,4,Tv Show,Smart Tv,USA,77861899,235125490.68691036
7954,Dec,4,Tv Show,Smart Tv,UK,71397204,227753524.85596478
7955,Dec,5,Series,Smart Tv,USA,75754359,223814825.13960207
7956,Mar,4,Tv Show,Mobile,USA,77141638,233603860.7249477
7957,May,3,Movie,Tablet,France,73775074,227604226.07051224
7958,Apr,2,Movie,Tablet,Germany,74014435,227780161.9583625
7959,Jan,5,Movie,Smart Tv,Japan,73018816,231319941.95958325
7960,Sep,3,Tv Show,Mobile,Germany,71238379,229822574.95340315
7961,Sep,3,Series,Tablet,India,76305861,224444576.7241033
7962,Jul,3,Movie,Smart Tv,USA,75519869,221731606.41736314
7963,Sep,1,Series,Smart Tv,Germany,71954186,230935798.69191003
7964,Feb,5,Series,Mobile,Japan,75156840,222107702.75084072
7965,Aug,5,Tv Show,Tablet,UK,77094733,222684903.72736943
7966,Sep,1,Series,Tablet,Germany,78626463,238415924.81508127
7967,Feb,3,Series,Smart Tv,USA,73039271,226964021.59184375
7968,Apr,3,Movie,Tablet,Australia,78441741,227461713.18653548
7969,Jan,3,Tv Show,Smart Tv,Australia,78385286,233145139.93385324
7970,Mar,3,Movie,Smart Tv,Brazil,75500704,231142156.3285904
7971,Jun,1,Tv Show,Mobile,India,71920662,225581043.56822613
7972,Apr,2,Tv Show,Tablet,Japan,78031014,222685892.7657455
7973,Sep,3,Movie,Mobile,Australia,77292116,225531724.73528886
7974,Oct,1,Series,Tablet,India,79972624,228039923.3638264
7975,Mar,2,Movie,Smart Tv,India,72989040,226799253.40592003
7976,Jan,1,Tv Show,Tablet,South Korea,70697501,237747913.8938817
7977,Jun,5,Movie,Mobile,South Korea,71926983,226598426.5156665
7978,Oct,1,Movie,Mobile,India,70043606,230878110.1652993
7979,Jun,3,Tv Show,Tablet,USA,77518306,221194978.0450038
7980,Feb,2,Tv Show,Tablet,India,75341086,220769287.77602977
7981,Aug,4,Tv Show,Tablet,France,72078642,228460387.96444765
7982,Jan,3,Movie,Smart Tv,South Korea,71390098,235063844.39260888
7983,Oct,4,Tv Show,Mobile,UK,77598235,235633877.729324
7984,Jan,2,Series,Smart Tv,Japan,75175777,220730458.9648741
7985,May,5,Tv Show,Tablet,Germany,72250901,223177789.81979784
7986,Nov,3,Tv Show,Tablet,South Korea,76945040,224661114.89468604
7987,Apr,4,Tv Show,Tablet,Brazil,70799250,231501263.17275953
7988,Jun,2,Movie,Mobile,Canada,72547934,233824577.99979866
7989,Sep,5,Tv Show,Smart Tv,South Korea,77523630,223128441.85894558
7990,Sep,4,Movie,Mobile,Brazil,71262261,221948365.66861403
7991,Dec,5,Tv Show,Smart Tv,France,75796886,222835936.42512527
7992,Jan,3,Movie,Tablet,South Korea,73385201,221384359.04827327
7993,Apr,3,Series,Smart Tv,India,72028831,223418636.83798528
7994,Jun,1,Movie,Mobile,India,79285918,229528735.44907242
7995,Sep,1,Series,Mobile,Japan,73097268,235854363.8901728
7996,Oct,1,Movie,Tablet,Japan,72697515,227740789.4714806
7997,Feb,5,Tv Show,Smart Tv,Japan,73942254,231807989.0183246
7998,Apr,3,Movie,Mobile,Japan,77764083,224054559.96803492
7999,Sep,3,Tv Show,Tablet,India,79427805,234046085.67375928
8000,Mar,4,Series,Tablet,USA,78668912,232405294.73652846
8001,Jan,4,Series,Mobile,UK,71360897,224980410.77749553
8002,Apr,5,Tv Show,Smart Tv,Canada,71416145,233930803.34857938
8003,Jun,3,Series,Tablet,UK,76355541,239987385.76770625
8004,Jun,4,Movie,Mobile,France,75031520,220699442.49597508
8005,Aug,4,Series,Smart Tv,India,78197958,236201103.0873009
8006,Jun,2,Tv Show,Tablet,France,75892610,233617807.59779194
8007,May,3,Movie,Tablet,Australia,75368332,235486538.34289575
8008,Apr,3,Tv Show,Tablet,Japan,70526655,220715923.56205297
8009,May,1,Series,Mobile,UK,79519160,235061634.85994878
8010,Aug,5,Tv Show,Mobile,South Korea,78068395,226252088.20073888
8011,Nov,1,Movie,Tablet,France,75198549,222660978.62501496
8012,Jul,1,Series,Mobile,Australia,77861974,236072125.66714814
8013,May,1,Movie,Tablet,India,72288159,229576311.20862088
8014,May,5,Tv Show,Mobile,Germany,70937175,220737171.94397074
8015,Dec,1,Movie,Smart Tv,UK,75566647,224772246.61294174
8016,Apr,4,Movie,Tablet,USA,75114061,235325472.0164508
8017,Jan,5,Series,Mobile,South Korea,77850590,228394227.89620346
8018,Jun,4,Series,Mobile,Australia,76371000,230255846.89071995
8019,Jan,4,Tv Show,Smart Tv,France,72403997,229401059.38319823
8020,Dec,2,Tv Show,Mobile,India,78010820,238359558.73604354
8021,Feb,2,Series,Smart Tv,Japan,77601720,224211140.77595353
8022,Aug,1,Movie,Mobile,Australia,74923281,223703388.7315328
8023,Apr,3,Series,Smart Tv,France,78164594,230449712.12786195
8024,Jul,1,Series,Mobile,UK,76853824,223071044.81165102
8025,Feb,1,Tv Show,Tablet,South Korea,77037000,227358901.16110513
8026,Oct,3,Movie,Smart Tv,France,76088188,226541420.51865697
8027,Feb,1,Movie,Smart Tv,India,71442302,220779364.48896757
8028,Jan,2,Movie,Tablet,UK,73674542,225034101.25993693
8029,Jun,4,Series,Smart Tv,Canada,71624508,227673178.38945767
8030,Jan,2,Movie,Smart Tv,Australia,79768524,228071763.69184002
8031,Oct,4,Series,Tablet,Brazil,75052661,226684419.85142207
8032,Mar,3,Series,Tablet,Brazil,71957044,222034957.12386337
8033,Sep,5,Movie,Tablet,Canada,78718646,222264141.6652692
8034,May,4,Movie,Tablet,India,72292284,232599450.2460894
8035,Aug,2,Tv Show,Smart Tv,India,72073602,238833116.69566047
8036,Nov,3,Series,Smart Tv,Australia,76166845,238136692.65388584
8037,May,1,Series,Smart Tv,USA,77883723,238626338.7391437
8038,Dec,1,Series,Tablet,Canada,72701124,220107788.54541105
8039,Dec,1,Tv Show,Tablet,South Korea,76899862,226092368.88505563
8040,Jul,1,Movie,Smart Tv,UK,70223557,237440103.95381695
8041,Aug,5,Series,Tablet,Germany,71609338,236736670.07406193
8042,Jan,1,Series,Tablet,Germany,79359369,231357229.22766113
8043,Apr,2,Tv Show,Smart Tv,USA,75709011,230844424.77103433
8044,Mar,1,Movie,Mobile,Japan,70735622,228027629.39350158
8045,Sep,5,Tv Show,Smart Tv,UK,77488634,228860041.8472616
8046,Mar,3,Series,Tablet,France,73731749,231248529.5327891
8047,Apr,2,Movie,Smart Tv,Brazil,72007842,232660821.3153404
8048,May,2,Movie,Tablet,South Korea,76846091,237683761.10763878
8049,Jun,5,Movie,Smart Tv,France,72181093,235130248.78274432
8050,Jul,4,Movie,Smart Tv,USA,73894607,226772949.36354792
8051,Nov,3,Tv Show,Smart Tv,Canada,74857415,223754815.5409098
8052,Oct,2,Movie,Smart Tv,Japan,76051246,222523970.63930124
8053,Jun,3,Movie,Tablet,France,78090267,220151214.26496235
8054,Dec,2,Movie,Tablet,Brazil,73205779,225775397.496641
8055,Jun,1,Movie,Smart Tv,India,74259942,236569272.9600158
8056,Mar,2,Movie,Mobile,Germany,76709199,231386747.46568227
8057,Oct,2,Series,Smart Tv,Canada,73837964,236600710.52301785
8058,Jun,3,Series,Tablet,Brazil,71157217,231145693.43075776
8059,Aug,2,Series,Smart Tv,Japan,75751312,237757239.89735502
8060,Feb,4,Movie,Smart Tv,Australia,79134235,237107811.26289713
8061,Jan,2,Tv Show,Smart Tv,UK,71196310,228612886.75422993
8062,May,2,Series,Smart Tv,Brazil,75704670,224806017.8485819
8063,Nov,1,Series,Tablet,South Korea,76963465,221681719.57965013
8064,Mar,3,Movie,Smart Tv,France,74501545,229449996.3746719
8065,Mar,2,Series,Smart Tv,South Korea,71188818,238346551.5321101
8066,Jun,5,Movie,Tablet,UK,73710790,233901822.96766806
8067,Oct,4,Series,Mobile,India,75305699,220699156.07713336
8068,Feb,2,Series,Smart Tv,UK,71743687,230039494.88896522
8069,Jun,3,Series,Smart Tv,France,71954842,230511013.9500321
8070,Jun,3,Tv Show,Mobile,Canada,78394332,239226167.17368296
8071,May,4,Movie,Smart Tv,India,71222978,225906697.03772584
8072,Mar,5,Tv Show,Smart Tv,India,77277754,235324243.30657378
8073,Nov,1,Series,Smart Tv,Brazil,76282857,231481912.7370512
8074,Apr,5,Series,Tablet,France,79380919,232642486.64189586
8075,Dec,4,Movie,Tablet,Germany,71167549,225333487.70354486
8076,Sep,3,Movie,Tablet,Australia,73909736,237193921.63482112
8077,Nov,3,Series,Tablet,Germany,76712072,238485999.80177435
8078,Mar,2,Tv Show,Smart Tv,Australia,71351116,228325671.9454524
8079,Jan,5,Movie,Smart Tv,Canada,76212659,227331858.2125752
8080,Jun,4,Series,Mobile,Germany,73885182,222612609.11562452
8081,Aug,5,Movie,Tablet,UK,74191854,231726413.17729416
8082,Jan,5,Series,Smart Tv,Brazil,71103933,227565829.737392
8083,Jul,5,Movie,Tablet,UK,77717532,226407792.7052714
8084,Nov,4,Series,Smart Tv,India,70229538,220938391.26399556
8085,Jul,3,Series,Mobile,Australia,75041121,223862138.57274655
8086,Dec,5,Movie,Mobile,Brazil,74657449,226809878.32606906
8087,Aug,1,Series,Mobile,USA,70995367,230367296.45007294
8088,Sep,4,Movie,Tablet,South Korea,76174979,227075950.58107504
8089,Jan,5,Series,Smart Tv,USA,74683113,227272315.08073437
8090,Jun,1,Movie,Mobile,Canada,75024559,230959986.60292846
8091,Sep,1,Movie,Tablet,USA,70841531,222130762.3759015
8092,Feb,3,Series,Mobile,India,73170592,226780798.2492169
8093,Jun,1,Movie,Tablet,France,75002923,221357358.39956537
8094,Feb,3,Movie,Smart Tv,Brazil,79545643,234889190.90523958
8095,Feb,4,Tv Show,Mobile,South Korea,70864488,232973026.70181498
8096,May,4,Series,Mobile,USA,74259338,225880893.08797872
8097,Nov,2,Series,Tablet,Brazil,73753326,236331290.97264636
8098,Nov,4,Series,Smart Tv,South Korea,73620587,220612677.35897672
8099,Feb,5,Series,Smart Tv,France,71788258,229526651.43827483
8100,Sep,3,Movie,Mobile,Germany,70364395,227426119.19615874
8101,Jul,5,Series,Smart Tv,Germany,78894825,227243673.84261405
8102,Sep,5,Movie,Tablet,Germany,74205895,238984247.34719828
8103,Oct,2,Movie,Smart Tv,UK,78163528,235005209.52627775
8104,Apr,5,Movie,Smart Tv,Japan,71595228,225642014.1062724
8105,Jul,5,Movie,Smart Tv,Germany,74113446,223323779.37937894
8106,Mar,3,Series,Mobile,USA,77060477,237855858.48494112
8107,Jan,5,Tv Show,Smart Tv,South Korea,74962361,233302905.54450735
8108,Apr,4,Tv Show,Smart Tv,France,70449172,230101722.34212962
8109,Jan,2,Series,Smart Tv,Brazil,79005094,230693085.7711792
8110,Jun,2,Series,Mobile,India,78945941,226609785.0973492
8111,Jan,1,Movie,Smart Tv,South Korea,74368654,233804605.7228779
8112,Jan,4,Tv Show,Smart Tv,Australia,77474954,228668178.65217638
8113,Apr,4,Movie,Smart Tv,Germany,72431064,226637121.39614737
8114,Oct,1,Movie,Smart Tv,Australia,77314461,223142930.8906406
8115,Jun,2,Tv Show,Tablet,USA,74099734,228002529.4624964
8116,Apr,2,Tv Show,Smart Tv,India,71894871,236498023.02772188
8117,May,3,Movie,Smart Tv,USA,70592000,234445113.23041296
8118,Sep,2,Tv Show,Smart Tv,UK,73458838,225252923.93504453
8119,Feb,1,Tv Show,Tablet,India,75387523,228885631.81537008
8120,Apr,3,Series,Smart Tv,Canada,77755597,228419337.93193403
8121,Mar,5,Movie,Mobile,South Korea,75714399,223506895.42172185
8122,Jul,1,Movie,Smart Tv,Brazil,71528592,228284710.15914142
8123,Apr,5,Series,Mobile,Canada,72036665,222454090.1303246
8124,Jun,3,Tv Show,Mobile,Japan,75538763,223185588.97921777
8125,Sep,4,Series,Smart Tv,USA,73338446,224387874.99719694
8126,Jun,2,Movie,Mobile,France,71052959,235577008.67258787
8127,Aug,3,Movie,Tablet,Brazil,76304760,236239086.46213344
8128,Sep,3,Tv Show,Mobile,France,73777454,237968895.62730697
8129,Oct,1,Series,Tablet,Germany,76356583,229290223.78269032
8130,Feb,2,Movie,Tablet,Japan,71873200,230599618.6578161
8131,Feb,4,Movie,Tablet,Canada,75492728,232715803.40520334
8132,Apr,5,Tv Show,Tablet,France,76673231,235054507.58341548
8133,Apr,3,Movie,Smart Tv,India,70204585,235903554.44145915
8134,Mar,3,Movie,Tablet,France,74243774,224393348.2150556
8135,Oct,5,Series,Smart Tv,France,74854390,227600923.20167342
8136,Dec,5,Movie,Smart Tv,UK,73675683,235486477.55460688
8137,Jun,2,Series,Mobile,Brazil,71790984,233172807.4978417
8138,Mar,2,Series,Smart Tv,Japan,73410183,222472054.40720943
8139,Mar,5,Tv Show,Smart Tv,India,72294624,226498833.61546442
8140,Dec,1,Series,Tablet,France,70396416,221950870.4343327
8141,Nov,4,Series,Smart Tv,UK,79940807,225961611.7778652
8142,Jan,1,Tv Show,Mobile,South Korea,74231063,224728564.3322741
8143,Jan,2,Tv Show,Smart Tv,Brazil,76618625,238536362.77789178
8144,Aug,3,Tv Show,Smart Tv,Australia,78944370,223979131.67027324
8145,Jun,2,Movie,Mobile,UK,79859056,220831183.47072455
